field_id,severity,severity_label,infection_percentage,field_size,confidence,spray_recommended,treatment_type,recommendation,spray_cost_per_acre,total_spray_cost,potential_damage,damage_prevented,net_benefit,roi,treatment_effectiveness,source
REAL_FIELD_0224,3,Severe,72.37599537357157,36.28336576215665,0.8557227435917261,True,intensive,Intensive treatment URGENT,12.0,435.4003891458798,2626.044712539455,2202.2228624846316,1766.822473338752,405.7925802052471,98.0,real_agricultural_data
REAL_FIELD_0225,2,Moderate,41.56240164114449,44.69451492984296,0.8303105212113684,True,heavy,Heavy treatment required,10.0,446.9451492984296,928.8056903351311,732.6372800039351,285.69213070550546,63.92107200491084,95.0,real_agricultural_data
REAL_FIELD_0226,3,Severe,61.83134360699441,6.263051720745392,0.8575023382376845,True,intensive,Intensive treatment URGENT,12.0,75.15662064894471,387.2529029737859,325.4288643935655,250.2722437446208,333.0009273748991,98.0,real_agricultural_data
REAL_FIELD_0227,3,Severe,70.88193120907029,24.205696884538842,0.8926268411138867,True,intensive,Intensive treatment URGENT,12.0,290.4683626144661,1715.7465414374894,1500.890987126714,1210.422624512248,416.7141005021679,98.0,real_agricultural_data
REAL_FIELD_0228,3,Severe,62.33982440024435,28.196427874934308,0.878267922471344,True,intensive,Intensive treatment URGENT,12.0,338.3571344992117,1757.7603624375595,1512.9088508861018,1174.5517163868901,347.13372251638646,98.0,real_agricultural_data
REAL_FIELD_0229,3,Severe,57.06139071031757,6.103616778359288,0.9259832913034363,True,intensive,Intensive treatment URGENT,12.0,73.24340134031145,348.2808617360091,316.0522134753406,242.80881213502914,331.50947073971133,98.0,real_agricultural_data
REAL_FIELD_0230,3,Severe,50.5373315802453,40.30368695111625,0.874061085099795,True,intensive,Intensive treatment URGENT,12.0,483.644243413395,2036.8407913549677,1744.716806821903,1261.072563408508,260.7438381791316,98.0,real_agricultural_data
REAL_FIELD_0231,3,Severe,41.35277747781306,40.14643813283517,0.8882968470158614,True,intensive,Intensive treatment URGENT,12.0,481.75725759402206,1660.1667226339218,1445.2264479316414,963.4691903376192,199.9905917659339,98.0,real_agricultural_data
REAL_FIELD_0232,3,Severe,50.900538430847526,19.475198141227253,0.9215640956446187,True,intensive,Intensive treatment URGENT,12.0,233.70237769472703,991.2980714359081,895.2738165027456,661.5714388080186,283.08288744592664,98.0,real_agricultural_data
REAL_FIELD_0233,3,Severe,67.53610254535565,38.204983249790104,0.905712612866737,True,intensive,Intensive treatment URGENT,12.0,458.45979899748124,2580.215666501419,2290.1951956053554,1831.735396607874,399.54111584338443,98.0,real_agricultural_data
REAL_FIELD_0234,2,Moderate,44.97293577133543,5.184201486061057,0.846062099109623,True,heavy,Heavy treatment required,10.0,51.84201486061057,116.57438022914282,93.69770659711831,41.855691736507744,80.73700809863699,95.0,real_agricultural_data
REAL_FIELD_0235,3,Severe,40.112121282967735,22.904731305566305,0.9020108661007339,True,intensive,Intensive treatment URGENT,12.0,274.85677566679567,918.7573600826636,812.1545396624955,537.2977639956998,195.48281561996384,98.0,real_agricultural_data
REAL_FIELD_0236,3,Severe,68.41338328863955,39.57918260444559,0.9330134103228939,True,intensive,Intensive treatment URGENT,12.0,474.9501912533471,2707.745789768991,2475.8358709278273,2000.8856796744801,421.2832664398636,98.0,real_agricultural_data
REAL_FIELD_0237,3,Severe,74.71789388328418,33.81713410776063,0.9307536987175212,True,intensive,Intensive treatment URGENT,12.0,405.80560929312753,2526.745037700449,2304.7417437647186,1898.9361344715912,467.94230808670846,98.0,real_agricultural_data
REAL_FIELD_0238,3,Severe,68.39827630824611,41.98007384233364,0.9447428656326329,True,intensive,Intensive treatment URGENT,12.0,503.76088610800366,2871.3646901085112,2658.447279497282,2154.6863933892782,427.72006577091116,98.0,real_agricultural_data
REAL_FIELD_0239,3,Severe,47.42458471390058,41.6621319792794,0.9141139084164722,True,intensive,Intensive treatment URGENT,12.0,499.94558375135284,1975.8093074130425,1769.9924729192796,1270.0468891679268,254.03702531745589,98.0,real_agricultural_data
REAL_FIELD_0240,3,Severe,48.34752527403818,21.369576059595147,0.9197548309986153,True,intensive,Intensive treatment URGENT,12.0,256.43491271514176,1033.1661186367576,931.2543382634414,674.8194255482996,263.1542711572648,98.0,real_agricultural_data
REAL_FIELD_0241,2,Moderate,31.7904567775997,41.80090946830485,0.8135714335545305,True,moderate,Enhanced moderate treatment,7.5,313.50682101228637,664.4350028582518,459.48053711231705,145.97371610003069,46.561575798795765,85.0,real_agricultural_data
REAL_FIELD_0242,3,Severe,60.112617530631084,31.521181011185224,0.9342480438812564,True,intensive,Intensive treatment URGENT,12.0,378.2541721342227,1894.8206982391685,1734.8278802189461,1356.5737080847234,358.6407786146893,98.0,real_agricultural_data
REAL_FIELD_0243,3,Severe,75.00807449220625,35.11030041008567,0.8562715418535833,True,intensive,Intensive treatment URGENT,12.0,421.32360492102805,2633.556028603445,2209.9382995466704,1788.6146946256422,424.52278337476395,98.0,real_agricultural_data
REAL_FIELD_0244,2,Moderate,43.3800360361225,35.596969559452965,0.8115679038445406,True,heavy,Heavy treatment required,10.0,355.96969559452964,772.0989111329126,595.2801601253506,239.31046453082092,67.2277633440487,95.0,real_agricultural_data
REAL_FIELD_0245,3,Severe,46.77967043502096,31.186484659009658,0.9461140840766408,True,intensive,Intensive treatment URGENT,12.0,374.23781590811586,1458.8934743753086,1352.6740700085038,978.4362541003879,261.4477245508019,98.0,real_agricultural_data
REAL_FIELD_0246,2,Moderate,33.57815830564306,31.204400305526363,0.8573076285028005,True,moderate,Enhanced moderate treatment,7.5,234.03300229144773,523.8931466458105,381.7669524688212,147.7339501773735,63.12526384351398,85.0,real_agricultural_data
REAL_FIELD_0247,3,Severe,77.68045958533705,30.619445589896664,0.8566627897281358,True,intensive,Intensive treatment URGENT,12.0,367.43334707876,2378.5326056713943,1996.8483698851128,1629.4150228063527,443.4586669285313,98.0,real_agricultural_data
REAL_FIELD_0248,3,Severe,57.438394543937335,41.61231620749823,0.9361261683854842,True,intensive,Intensive treatment URGENT,12.0,499.3477944899788,2390.1446362133615,2192.7274013818205,1693.3796068918418,339.118270988143,98.0,real_agricultural_data
REAL_FIELD_0249,3,Severe,75.65798931523726,34.72396115076576,0.899633513946219,True,intensive,Intensive treatment URGENT,12.0,416.6875338091891,2627.1450817273494,2316.198406290484,1899.5108724812949,455.8597794171411,98.0,real_agricultural_data
REAL_FIELD_0250,3,Severe,72.87289904559651,21.016445034720018,0.9023658170616997,True,intensive,Intensive treatment URGENT,12.0,252.1973404166402,1531.5292773124797,1354.3596743224705,1102.1623339058303,437.0237735596314,98.0,real_agricultural_data
REAL_FIELD_0251,3,Severe,70.93793355619214,19.61050227482997,0.9298383401263479,True,intensive,Intensive treatment URGENT,12.0,235.32602729795963,1391.128507375443,1267.6541297564172,1032.3281024584576,438.6799515173766,98.0,real_agricultural_data
REAL_FIELD_0252,3,Severe,75.7911985325077,31.900715037188707,0.9393040135205994,True,intensive,Intensive treatment URGENT,12.0,382.8085804462645,2417.7934267125233,2225.6222081833007,1842.8136277370363,481.3929785974887,98.0,real_agricultural_data
REAL_FIELD_0253,3,Severe,46.619707239024365,47.21810069564142,0.9345493615501117,True,intensive,Intensive treatment URGENT,12.0,566.617208347697,2201.2940308135753,2016.0735724592807,1449.4563641115838,255.8087440263806,98.0,real_agricultural_data
REAL_FIELD_0254,3,Severe,68.35890156628842,47.41983475927512,0.9027195220557448,True,intensive,Intensive treatment URGENT,12.0,569.0380171113014,3241.56781659895,2867.7020191092583,2298.664001997957,403.9561387597672,98.0,real_agricultural_data
REAL_FIELD_0255,2,Moderate,24.99772164228764,47.656963629557985,0.8896682370490963,True,moderate,Moderate treatment recommended,5.0,238.28481814778993,595.6577555641583,450.4471174857782,212.1622993379883,89.03727102177368,85.0,real_agricultural_data
REAL_FIELD_0256,3,Severe,45.25163629214751,44.76921891483058,0.8895895264283512,True,intensive,Intensive treatment URGENT,12.0,537.230626977967,2025.880411417444,1766.1579558774508,1228.9273288994839,228.7522838771225,98.0,real_agricultural_data
REAL_FIELD_0257,3,Severe,46.07880539379281,9.399955085260455,0.910226793305257,True,intensive,Intensive treatment URGENT,12.0,112.79946102312546,433.1387010841096,386.3693619253095,273.56990090218403,242.52766672892028,98.0,real_agricultural_data
REAL_FIELD_0258,3,Severe,59.618772224237446,11.268845443190177,0.8845680983157196,True,intensive,Intensive treatment URGENT,12.0,135.22614531828214,671.8347297076913,582.3978978551881,447.171752536906,330.68438909087934,98.0,real_agricultural_data
REAL_FIELD_0259,3,Severe,55.88274312726592,46.478987910133604,0.8887020586898073,True,intensive,Intensive treatment URGENT,12.0,557.7478549216032,2597.3733421972943,2262.1252156688256,1704.3773607472224,305.582055709885,98.0,real_agricultural_data
REAL_FIELD_0260,3,Severe,62.1311954944273,40.20034196437127,0.94324954449729,True,intensive,Intensive treatment URGENT,12.0,482.40410357245526,2497.695305531181,2308.8309600506,1826.4268564781446,378.6093117683901,98.0,real_agricultural_data
REAL_FIELD_0261,3,Severe,68.31610704536612,19.456008494322838,0.9025689159043567,True,intensive,Intensive treatment URGENT,12.0,233.47210193187405,1329.1587589737114,1175.6642325486494,942.1921306167753,403.5566231770604,98.0,real_agricultural_data
REAL_FIELD_0262,3,Severe,77.91113032992554,47.121061283495244,0.9385128904043796,True,intensive,Intensive treatment URGENT,12.0,565.452735401943,3671.2551469428063,3376.6098737818634,2811.1571383799205,497.1515676516543,98.0,real_agricultural_data
REAL_FIELD_0263,2,Moderate,26.59264975935211,24.0324061237299,0.8428378923917528,True,moderate,Enhanced moderate treatment,7.5,180.24304592797424,319.54267946142903,228.92427671351163,48.681230785537394,27.008659632278174,85.0,real_agricultural_data
REAL_FIELD_0264,2,Moderate,20.284378203726334,29.312251327031813,0.8699494529760293,True,moderate,Moderate treatment recommended,5.0,146.56125663515905,297.2903959600962,219.8334747394359,73.27221810427685,49.99426163947023,85.0,real_agricultural_data
REAL_FIELD_0265,3,Severe,66.25162552866931,40.218010863532,0.9222482832296297,True,intensive,Intensive treatment URGENT,12.0,482.616130362384,2664.508595238676,2408.191708057272,1925.5755776948881,398.9869912240652,98.0,real_agricultural_data
REAL_FIELD_0266,2,Moderate,23.364138822824092,44.64902347347809,0.8158223287650502,True,moderate,Moderate treatment recommended,5.0,223.24511736739043,521.5929913689369,361.6981275532146,138.45301018582416,62.01838222422332,85.0,real_agricultural_data
REAL_FIELD_0267,3,Severe,64.72656403823403,29.173295731574157,0.8901704056053458,True,intensive,Intensive treatment URGENT,12.0,350.0795487788899,1888.2871943760745,1647.279430162788,1297.1998813838982,370.544319400734,98.0,real_agricultural_data
REAL_FIELD_0268,3,Severe,76.54637562856357,7.934973013884501,0.8924331821570701,True,intensive,Intensive treatment URGENT,12.0,95.21967616661401,607.3934249233181,531.2168860850863,435.9972099184723,457.88562560911333,98.0,real_agricultural_data
REAL_FIELD_0269,2,Moderate,43.98921664816442,49.47453205348443,0.8924217195249862,True,heavy,Heavy treatment required,10.0,494.7453205348443,1088.1729545336407,922.5537202642213,427.80839972937696,86.47042871813214,95.0,real_agricultural_data
REAL_FIELD_0270,2,Moderate,23.34408055714577,20.850944504580504,0.8261858248066205,True,moderate,Moderate treatment recommended,5.0,104.25472252290251,243.37306410375155,170.9106693469316,66.65594682402909,63.935661820390166,85.0,real_agricultural_data
REAL_FIELD_0271,3,Severe,60.71875999632469,11.211294913695122,0.8896818846540874,True,intensive,Intensive treatment URGENT,12.0,134.53553896434147,680.7359251126699,593.5256523898641,458.9901134255227,341.16644342367977,98.0,real_agricultural_data
REAL_FIELD_0272,3,Severe,71.39272433876926,45.586949767528964,0.9278046569101193,True,intensive,Intensive treatment URGENT,12.0,547.0433972103476,3254.5765381985166,2959.2190430427786,2412.1756458324307,440.9477672399193,98.0,real_agricultural_data
REAL_FIELD_0273,3,Severe,64.55222911037723,14.289760651686576,0.8659946288158835,True,intensive,Intensive treatment URGENT,12.0,171.4771278202389,922.4359035201253,782.848047117848,611.370919297609,356.5320501160452,98.0,real_agricultural_data
REAL_FIELD_0274,3,Severe,69.86131643726972,12.150958450611505,0.90924109543884,True,intensive,Intensive treatment URGENT,12.0,145.81150140733806,848.8819533342868,756.4015900049707,610.5900885976326,418.75303573748425,98.0,real_agricultural_data
REAL_FIELD_0275,2,Moderate,37.845095550423224,48.29920258567225,0.8936580933230563,True,moderate,Enhanced moderate treatment,7.5,362.2440193925419,913.9439684320073,694.240410598097,331.99639120555514,91.64993027691392,85.0,real_agricultural_data
REAL_FIELD_0276,3,Severe,42.05538475236361,11.626813476900704,0.8714670369355072,True,intensive,Intensive treatment URGENT,12.0,139.52176172280844,488.97011421502555,417.59890985328514,278.0771481304767,199.30736588815435,98.0,real_agricultural_data
REAL_FIELD_0277,3,Severe,63.148013684438055,6.667463494507169,0.8917384167947607,True,intensive,Intensive treatment URGENT,12.0,80.00956193408604,421.0370759916299,367.94583684553794,287.9362749114519,359.87732959800644,98.0,real_agricultural_data
REAL_FIELD_0278,2,Moderate,44.26202996291444,47.83841943899974,0.8178794242121044,True,heavy,Heavy treatment required,10.0,478.38419438999745,1058.7127772937376,822.60442686405,344.2202324740525,71.95476700750501,95.0,real_agricultural_data
REAL_FIELD_0279,3,Severe,45.65336151224162,20.916597182389282,0.8707371260537768,True,intensive,Intensive treatment URGENT,12.0,250.99916618867138,954.9129727735524,814.8486139934253,563.8494478047539,224.6419605158843,98.0,real_agricultural_data
REAL_FIELD_0280,3,Severe,48.31545057268612,29.179062404450164,0.8685176346115577,True,intensive,Intensive treatment URGENT,12.0,350.14874885340197,1409.7995473595358,1199.9470527861658,849.7983039327639,242.69637024707805,98.0,real_agricultural_data
REAL_FIELD_0281,3,Severe,70.06526679840157,42.68851287211491,0.8883380793245511,True,intensive,Intensive treatment URGENT,12.0,512.2621544653789,2990.982043611731,2603.8631790379404,2091.6010245725615,408.30676370294344,98.0,real_agricultural_data
REAL_FIELD_0282,3,Severe,79.43281660571165,32.19881241462798,0.9412419328853173,True,intensive,Intensive treatment URGENT,12.0,386.38574897553576,2557.642361452856,2359.213035124789,1972.827286149253,510.5848989979607,98.0,real_agricultural_data
REAL_FIELD_0283,3,Severe,72.80230453414843,49.947775980146844,0.9113980226666842,True,intensive,Intensive treatment URGENT,12.0,599.3733117617621,3636.3131977100747,3247.8460850259353,2648.472773264173,441.8736572503388,98.0,real_agricultural_data
REAL_FIELD_0284,3,Severe,71.35385445721144,21.125242316714033,0.8902754166184947,True,intensive,Intensive treatment URGENT,12.0,253.50290780056838,1507.3674656401374,1315.132754500539,1061.6298466999706,418.7840904512064,98.0,real_agricultural_data
REAL_FIELD_0285,3,Severe,54.09462103138538,15.310516301067151,0.855229464760584,True,intensive,Intensive treatment URGENT,12.0,183.7261956128058,828.2165771010758,694.1489155411962,510.4227199283904,277.81706262730324,98.0,real_agricultural_data
REAL_FIELD_0286,3,Severe,71.32366532268739,44.78628342687661,0.8849470898499361,True,intensive,Intensive treatment URGENT,12.0,537.4354011225194,3194.321890185568,2770.269743548392,2232.834342425873,415.4609721954012,98.0,real_agricultural_data
REAL_FIELD_0287,3,Severe,74.19126924693848,44.786104894405696,0.9092341093883489,True,intensive,Intensive treatment URGENT,12.0,537.4332587328684,3322.737966742482,2960.723762003515,2423.2905032706467,450.9007330480723,98.0,real_agricultural_data
REAL_FIELD_0288,3,Severe,64.76561384364717,6.26876455131122,0.9409632467875907,True,intensive,Intensive treatment URGENT,12.0,75.22517461573463,406.00038420696654,374.39081092598855,299.16563631025394,397.6935086404949,98.0,real_agricultural_data
REAL_FIELD_0289,3,Severe,59.32906906576303,18.710893665997073,0.9249281305666447,True,intensive,Intensive treatment URGENT,12.0,224.53072399196486,1110.0999025920883,1006.2273750937802,781.6966511018154,348.14685367058695,98.0,real_agricultural_data
REAL_FIELD_0290,3,Severe,67.14982311959469,5.876782015084477,0.8873851881189888,True,intensive,Intensive treatment URGENT,12.0,70.52138418101373,394.6248728253379,343.18058166837363,272.6591974873599,386.6333604392966,98.0,real_agricultural_data
REAL_FIELD_0291,1,Mild,7.815568823185606,31.083128394365847,0.7262106817076055,True,light,Light treatment recommended,3.5,108.79094938028047,60.73308230152025,30.873509170273792,-77.91744021000667,-71.62125218490837,70.0,real_agricultural_data
REAL_FIELD_0292,2,Moderate,35.490392295249464,6.544217963435159,0.8698084575573038,True,moderate,Enhanced moderate treatment,7.5,49.08163472576369,116.12843139396614,85.85806802093464,36.776433295170946,74.92911248912914,85.0,real_agricultural_data
REAL_FIELD_0293,3,Severe,45.47140523536078,20.732039330677576,0.8734532504571147,True,intensive,Intensive treatment URGENT,12.0,248.7844719681309,942.7149617606779,806.9490986523302,558.1646266841993,224.35669809637466,98.0,real_agricultural_data
REAL_FIELD_0294,2,Moderate,33.45472676837108,33.85337815976307,0.8791385239611231,True,moderate,Enhanced moderate treatment,7.5,253.90033619822302,566.2777582606072,423.16110366685734,169.26076746863433,66.66425496045441,85.0,real_agricultural_data
REAL_FIELD_0295,3,Severe,71.69578214713897,5.916504892887314,0.8991641031027005,True,intensive,Intensive treatment URGENT,12.0,70.99805871464777,424.1884458729307,373.78672301026484,302.7886642956171,426.47456814639366,98.0,real_agricultural_data
REAL_FIELD_0296,2,Moderate,33.8170824246095,36.68814680003713,0.8774912721841654,True,moderate,Enhanced moderate treatment,7.5,275.1611010002785,620.3430421715144,462.69376447582596,187.53266347554745,68.15376984385509,85.0,real_agricultural_data
REAL_FIELD_0297,3,Severe,58.51677599177158,48.967852386207696,0.9030363053872152,True,intensive,Intensive treatment URGENT,12.0,587.6142286344923,2865.4408488818535,2535.8451751302773,1948.230946495785,331.54931442404256,98.0,real_agricultural_data
REAL_FIELD_0298,2,Moderate,37.130738220369274,44.2255253887641,0.8731618630757164,True,moderate,Enhanced moderate treatment,7.5,331.6914404157307,821.0632029342474,609.3829145804351,277.6914741647044,83.71981918395464,85.0,real_agricultural_data
REAL_FIELD_0299,2,Moderate,26.556080494893756,29.998228478289032,0.8109694020003827,True,moderate,Enhanced moderate treatment,7.5,224.98671358716774,398.31768508682893,274.569936648886,49.583223061718286,22.038289404368765,85.0,real_agricultural_data
REAL_FIELD_0300,3,Severe,60.43507070165988,39.96675626503184,0.8881737795298345,True,intensive,Intensive treatment URGENT,12.0,479.60107518038205,2415.393740593207,2102.3835998826657,1622.7825247022838,338.36090215017583,98.0,real_agricultural_data
REAL_FIELD_0301,3,Severe,71.26946130727617,33.63353540154631,0.8958197204187259,True,intensive,Intensive treatment URGENT,12.0,403.60242481855573,2397.043949927408,2104.3728562342617,1700.7704314157058,421.3974760385316,98.0,real_agricultural_data
REAL_FIELD_0302,2,Moderate,34.96271881618425,28.504138973072173,0.8618709369226749,True,moderate,Enhanced moderate treatment,7.5,213.7810422980413,498.29109800648064,365.0432231742128,151.2621808761715,70.7556569329896,85.0,real_agricultural_data
REAL_FIELD_0303,3,Severe,65.12418822544038,34.80704723830942,0.8717091408082235,True,intensive,Intensive treatment URGENT,12.0,417.6845668597131,2266.7806959194577,1936.453983783805,1518.7694169240917,363.61635967129183,98.0,real_agricultural_data
REAL_FIELD_0304,2,Moderate,34.011132092598714,49.483693926367515,0.8282762788262856,True,moderate,Enhanced moderate treatment,7.5,371.12770444775634,841.4982252797051,592.4440658725579,221.31636142480153,59.63347892718589,85.0,real_agricultural_data
REAL_FIELD_0305,3,Severe,58.491676188920536,49.85650459594924,0.9428576465285637,True,intensive,Intensive treatment URGENT,12.0,598.2780551513908,2916.1905227376915,2694.5614824354143,2096.2834272840237,350.38614724947104,98.0,real_agricultural_data
REAL_FIELD_0306,3,Severe,67.46005807069513,31.203510628735835,0.9135696599102469,True,intensive,Intensive treatment URGENT,12.0,374.44212754483,2104.990639024072,1884.5944705633253,1510.1523430184952,403.3072755248921,98.0,real_agricultural_data
REAL_FIELD_0307,3,Severe,76.69568417419984,44.882441824934844,0.8868776831897301,True,intensive,Intensive treatment URGENT,12.0,538.5893018992181,3442.2895831721,2991.8320141839777,2453.2427122847594,455.4941406437024,98.0,real_agricultural_data
REAL_FIELD_0308,2,Moderate,31.758774963736695,26.638892749227796,0.8315576990709167,True,moderate,Enhanced moderate treatment,7.5,199.79169561920847,423.0093000529214,298.9931442019653,99.20144858275685,49.65243839355022,85.0,real_agricultural_data
REAL_FIELD_0309,2,Moderate,34.07047200545432,22.99162385742697,0.8884695260875078,True,moderate,Enhanced moderate treatment,7.5,172.43717893070226,391.6677384972007,295.7871225054177,123.34994357471544,71.53326465882766,85.0,real_agricultural_data
REAL_FIELD_0310,2,Moderate,34.58958928814714,19.550180780248137,0.8961398642370471,True,moderate,Enhanced moderate treatment,7.5,146.62635585186104,338.1163618489055,257.5496180130621,110.92326216120108,75.65028914260724,85.0,real_agricultural_data
REAL_FIELD_0311,2,Moderate,29.815920227575468,18.1494401758416,0.8501068691525119,True,moderate,Enhanced moderate treatment,7.5,136.120801318812,270.5711302290232,195.51221994174375,59.39141862293175,43.63140537486963,85.0,real_agricultural_data
REAL_FIELD_0312,3,Severe,65.56607649889298,8.302324287742488,0.9140942141755615,True,intensive,Intensive treatment URGENT,12.0,99.62789145290986,544.3508293687411,487.6361847354818,388.0082932825719,389.4574979196142,98.0,real_agricultural_data
REAL_FIELD_0313,3,Severe,51.04045198569957,36.42510634426338,0.8899992890776928,True,intensive,Intensive treatment URGENT,12.0,437.1012761311605,1859.1538914383755,1621.5527288328565,1184.4514527016959,270.9787221820599,98.0,real_agricultural_data
REAL_FIELD_0314,3,Severe,57.043156796896085,38.41786066558603,0.93874762384714,True,intensive,Intensive treatment URGENT,12.0,461.0143279870324,2191.4760497483308,2016.098075730779,1555.0837477437467,337.3178778485793,98.0,real_agricultural_data
REAL_FIELD_0315,3,Severe,51.53957987350352,30.141795040367068,0.873622098010328,True,intensive,Intensive treatment URGENT,12.0,361.7015404844048,1553.4954530137707,1330.0245977731672,968.3230572887624,267.7132798472316,98.0,real_agricultural_data
REAL_FIELD_0316,3,Severe,57.18967652806163,31.592222774058353,0.8579137103704597,True,intensive,Intensive treatment URGENT,12.0,379.1066732887002,1806.749001250859,1519.0340445838217,1139.9273712951215,300.68776194478517,98.0,real_agricultural_data
REAL_FIELD_0317,2,Moderate,30.09100774283929,41.45255336785877,0.8450359976098868,True,moderate,Enhanced moderate treatment,7.5,310.8941502589408,623.6745521763487,447.9733302749042,137.0791800159634,44.091913566656515,85.0,real_agricultural_data
REAL_FIELD_0318,3,Severe,78.90264487365592,26.266872742880558,0.929887440515286,True,intensive,Intensive treatment URGENT,12.0,315.20247291456667,2072.525731973017,1888.6713353403295,1573.4688624257628,499.19305768017887,98.0,real_agricultural_data
REAL_FIELD_0319,3,Severe,40.176840907666936,14.529469610196875,0.9482403344459447,True,intensive,Intensive treatment URGENT,12.0,174.3536353223625,583.7481890016613,542.4629064117269,368.10927108936437,211.12795865068543,98.0,real_agricultural_data
REAL_FIELD_0320,2,Moderate,33.69108387807544,37.35056068227117,0.8246202115826982,True,moderate,Enhanced moderate treatment,7.5,280.1292051170338,629.1904364197724,441.0166781853404,160.88747306830663,57.43330939060433,85.0,real_agricultural_data
REAL_FIELD_0321,2,Moderate,36.60311036199599,29.432492863114692,0.8266094294552842,True,moderate,Enhanced moderate treatment,7.5,220.7436964733602,538.6603922486232,378.4724955807749,157.7287991074147,71.45336497817038,85.0,real_agricultural_data
REAL_FIELD_0322,3,Severe,56.23864725706182,41.88768925915658,0.8920856848702362,True,intensive,Intensive treatment URGENT,12.0,502.65227110987894,2355.706980659124,2059.462625690993,1556.8103545811139,309.71915259501486,98.0,real_agricultural_data
REAL_FIELD_0323,3,Severe,62.83112044056923,23.211001038405747,0.9370554532277952,True,intensive,Intensive treatment URGENT,12.0,278.53201246086894,1458.3732017902491,1339.2450303472558,1060.7130178863868,380.82265967019026,98.0,real_agricultural_data
REAL_FIELD_0324,3,Severe,62.379731262472234,45.4873212187795,0.8837004432713058,True,intensive,Intensive treatment URGENT,12.0,545.847854625354,2837.4868734772162,2457.338639710961,1911.490785085607,350.1874687036318,98.0,real_agricultural_data
REAL_FIELD_0325,2,Moderate,39.813070762744516,21.102035744009445,0.8787504157045031,True,moderate,Enhanced moderate treatment,7.5,158.26526808007083,420.0684211571061,313.76500475872007,155.49973667864924,98.25259740499575,85.0,real_agricultural_data
REAL_FIELD_0326,3,Severe,50.89683248355941,11.704152974464275,0.9287260131882195,True,intensive,Intensive treatment URGENT,12.0,140.4498356935713,595.7043133032618,542.181170094501,401.7313344009297,286.0319005836458,98.0,real_agricultural_data
REAL_FIELD_0327,2,Moderate,26.143925208933297,14.982947036488012,0.8600684942859764,True,moderate,Enhanced moderate treatment,7.5,112.37210277366009,195.85652336567568,143.1825213751224,30.810418601462317,27.41820953864383,85.0,real_agricultural_data
REAL_FIELD_0328,3,Severe,47.94933307260349,9.689012319566046,0.8973455301875873,True,intensive,Intensive treatment URGENT,12.0,116.26814783479256,464.5816788554309,408.55248706940677,292.2843392346142,251.38814428344222,98.0,real_agricultural_data
REAL_FIELD_0329,3,Severe,68.26733782234649,44.07556067364755,0.9340732677887443,True,intensive,Intensive treatment URGENT,12.0,528.9067280837706,3008.921190217227,2754.341791691703,2225.435063607932,420.7613451374847,98.0,real_agricultural_data
REAL_FIELD_0330,2,Moderate,44.14902191325713,16.9256542786548,0.8703266735120537,True,heavy,Heavy treatment required,10.0,169.256542786548,373.6255408222725,308.91746037884093,139.66091759229292,82.51433905773523,95.0,real_agricultural_data
REAL_FIELD_0331,2,Moderate,24.286865370487863,29.037020526902005,0.8146248523438464,True,moderate,Moderate treatment recommended,5.0,145.18510263451003,352.6091041484808,244.1575184917443,98.97241585723427,68.1698149887927,85.0,real_agricultural_data
REAL_FIELD_0332,3,Severe,56.26289443250511,31.694589454439775,0.908899937687077,True,intensive,Intensive treatment URGENT,12.0,380.3350734532773,1783.2293405567345,1588.3614957835077,1208.0264223302304,317.6216201576876,98.0,real_agricultural_data
REAL_FIELD_0333,2,Moderate,32.858153611430716,48.572917921889804,0.8826223421946632,True,moderate,Enhanced moderate treatment,7.5,364.2968844141735,798.0081992164356,598.6888860005124,234.3920015863389,64.34092950404039,85.0,real_agricultural_data
REAL_FIELD_0334,3,Severe,69.80617805275502,10.46074269289129,0.9154639536376126,True,intensive,Intensive treatment URGENT,12.0,125.52891231469549,730.2244669840254,655.1242940363519,529.5953817216564,421.89115794613434,98.0,real_agricultural_data
REAL_FIELD_0335,3,Severe,55.055928158096535,15.422232952225816,0.8647377764362664,True,intensive,Intensive treatment URGENT,12.0,185.0667954267098,849.0853494551735,719.5514535506273,534.4846581239176,288.8063506430489,98.0,real_agricultural_data
REAL_FIELD_0336,3,Severe,73.87509510548051,31.07760415129444,0.8962797774939767,True,intensive,Intensive treatment URGENT,12.0,372.9312498155333,2295.860962327353,2016.5790774224297,1643.6478276068965,440.7374893951393,98.0,real_agricultural_data
REAL_FIELD_0337,3,Severe,45.58950037646692,48.12630169247534,0.9216340112142877,True,intensive,Intensive treatment URGENT,12.0,577.515620309704,2194.054049127065,1981.672537435568,1404.156917125864,243.1374784932843,98.0,real_agricultural_data
REAL_FIELD_0338,2,Moderate,41.43954764149128,14.844380703617817,0.8228694510626153,True,heavy,Heavy treatment required,10.0,148.44380703617819,307.5722106880022,240.43718736240385,91.99338032622566,61.97185464517585,95.0,real_agricultural_data
REAL_FIELD_0339,3,Severe,58.08572942305749,44.71796031780414,0.8960611776941083,True,intensive,Intensive treatment URGENT,12.0,536.6155238136497,2597.4753433709934,2280.946878908172,1744.3313550945222,325.0616647647107,98.0,real_agricultural_data
REAL_FIELD_0340,2,Moderate,21.323282641262182,41.54705923375951,0.8843503551289271,True,moderate,Moderate treatment recommended,5.0,207.73529616879756,442.9598434773579,332.9719406539971,125.23664448519952,60.2866468986749,85.0,real_agricultural_data
